name 	type 	id 	image1 	image2 	color1 	color2 	color3 	color4 	notPet 	unk5 	unk6 	lvl 	hpmax 	spmax 	hpx 	spx 	int 	atk 	def 	agi 	doanhtrai 	exp_bonus 	element 	skill1 	skill2 	skill3 	drop 	drop 	drop 	drop 	drop 	drop 	unk1 	skill4 	reborn 	unk2 	unk3
Huyễn tâm Ma	38	47238	1520	1001	444444444	329444444	444444444	444444444	1	0	0	187	33934	658	150	150	550	150	100	280	0	0	5	11027	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Quỷ tâm Ma	38	47239	1520	1001	444444444	530444444	444444444	444444444	1	0	0	187	33934	658	150	150	500	150	100	250	0	0	5	12030	12032	20014	0	0	0	0	0	0	0	14045	2	0	0
Lưu Bị	38	47240	1919	1001	444444444	444444444	444444444	444444444	1	0	0	200	25452	2141	150	150	250	250	150	400	0	0	1	10016	10028	10032	0	0	0	0	0	0	0	20019	2	0	0
Quan Vũ	38	47241	1933	1001	444444444	444444444	444444444	444444444	1	0	0	200	26421	2140	150	150	250	300	150	400	0	0	4	13015	13029	14042	0	0	0	0	0	0	0	20019	2	0	0
Trương Phi	38	47242	1825	1001	444444444	444444444	444444444	444444444	1	0	0	200	25424	2100	150	150	250	300	150	400	0	0	3	12016	12033	14042	0	0	0	0	0	0	0	20019	2	0	0
Thục Binh	38	47243	1390	1001	444444444	444444444	444444444	444444444	1	0	0	200	23000	2100	150	150	250	250	150	450	0	0	2	11013	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Thục Binh	38	47244	1391	1001	444444444	444444444	444444444	444444444	1	0	0	200	23000	2100	150	150	250	250	150	450	0	0	5	12016	14033	20014	0	0	0	0	0	0	0	21018	2	0	0
Mã Siêu	38	47245	1824	1001	444444444	444444444	444444444	444444444	1	0	0	200	25442	5000	150	150	300	300	150	400	0	0	1	10015	10028	14042	0	0	0	0	0	0	0	21013	2	0	0
Triệu Vân	38	47246	1851	1001	444444444	444444444	444444444	444444444	1	0	0	200	26424	5000	150	150	300	300	150	400	0	0	4	13015	13029	14042	0	0	0	0	0	0	0	20019	2	0	0
Hoàng Trung	38	47247	1827	1001	444444444	444444444	444444444	444444444	1	0	0	200	26424	5000	150	150	300	300	150	400	0	0	4	13020	13029	14033	0	0	0	0	0	0	0	20019	2	0	0
Pháp Chính	38	47248	1406	1001	742482555	799270372	444444274	444444444	1	17	3	200	26484	5000	150	150	250	250	150	400	0	0	4	13015	13027	13031	0	0	0	0	0	0	0	20019	2	0	0
Trương Tùng	38	47249	1883	1001	444444444	444444444	444444444	444444444	1	20	17	200	25414	5000	150	150	250	250	150	400	0	0	4	13012	13031	20014	0	0	0	0	0	0	0	20019	2	0	0
Quan Bình	38	47250	1804	1001	444444444	997444444	252272444	444444444	1	8	23	200	24754	5000	150	150	250	300	150	400	0	0	4	13029	13033	14042	0	0	0	0	0	0	0	20019	2	0	0
Chu Thương	38	47251	1678	1001	274444444	194080244	754444764	444444444	1	20	18	200	24572	5000	150	150	250	300	150	400	0	0	4	13020	13029	13033	0	0	0	0	0	0	0	20019	2	0	0
HoàngNguyệtAnh	38	47252	1876	1001	444444444	444444444	444444444	444444444	1	0	0	200	25414	5200	150	150	300	250	150	400	0	0	4	13025	13027	20027	0	0	0	0	0	0	0	20019	2	0	0
Gia Cát Lượng	38	47253	1867	1001	444444444	444444444	444444444	444444444	1	0	0	200	29424	5000	150	150	350	200	150	400	0	0	4	13015	13027	13031	0	0	0	0	0	0	0	20019	2	0	0
Bàng Thống	38	47254	1849	1001	444444444	444444444	444444444	444444444	1	0	0	200	29424	5000	150	150	350	300	150	400	0	0	3	12016	12028	12032	0	0	0	0	0	0	0	20019	2	0	0
Quan Hưng	38	47255	1889	1001	444444444	444444444	444444444	444444444	1	25	2	200	24524	5000	150	150	250	300	150	400	0	0	4	13021	13029	14037	0	0	0	0	0	0	0	20019	2	0	0
Mã Lương	38	47256	1839	1001	444444444	444444444	444444444	444444444	1	20	21	200	24524	5000	150	150	350	200	150	400	0	0	4	13020	13031	20027	0	0	0	0	0	0	0	20019	2	0	0
Mã Tắc	38	47257	1840	1001	444071444	444444444	444444444	444444444	1	24	1	200	24571	5000	150	150	250	300	150	400	0	0	4	13021	13027	13029	0	0	0	0	0	0	0	20019	2	0	0
Lý Nghiêm	38	47258	1879	1001	444444444	444444444	444444444	444172444	1	8	23	200	24571	5000	150	150	250	300	150	400	0	0	4	13021	13027	20014	0	0	0	0	0	0	0	21012	2	0	0
Gia Cát Quân	38	47259	1499	1001	444293444	261687475	860444444	444444444	1	2	9	200	25471	5000	150	150	350	200	150	400	0	0	4	13021	13031	20027	0	0	0	0	0	0	0	20019	2	0	0
Trương Bào	38	47260	1837	1001	532444444	971900422	774000111	444444444	1	24	4	200	23451	5000	150	150	150	350	150	400	0	0	3	12033	14033	20014	0	0	0	0	0	0	0	20019	2	0	0
Triệu Quảng	38	47261	1896	1001	444444444	444444444	444444444	444444444	1	0	0	200	26471	5000	150	150	150	350	150	400	0	0	4	13015	13020	13029	0	0	0	0	0	0	0	20019	2	0	0
Triệu Thống	38	47262	1895	1001	444444444	444444444	444444444	444444444	1	0	0	200	26048	5000	150	150	250	250	150	400	0	0	2	11013	11028	20026	0	0	0	0	0	0	0	20019	2	0	0
Khương Duy	38	47263	1904	1001	444444444	444444444	444444444	444444444	1	0	0	200	26145	5000	150	150	250	250	150	400	0	0	1	10016	10028	10034	0	0	0	0	0	0	0	20019	2	0	0
Gia Cát Chiêm	38	47264	1661	1001	444994555	161044880	444444144	444444444	1	20	21	200	22471	5000	150	150	350	200	150	400	0	0	2	11016	11027	14037	0	0	0	0	0	0	0	20019	2	0	0
Gia Cát Quả	38	47265	1814	1001	444556555	666972444	444444444	444444444	1	8	30	200	23414	5000	150	150	300	200	150	400	0	0	1	10016	10034	20025	0	0	0	0	0	0	0	20019	2	0	0
Lữ Khải	38	47266	1696	1001	960292444	444684444	174380874	274754444	1	2	10	200	23471	5000	150	150	300	300	150	400	0	0	4	13015	13026	13027	0	0	0	0	0	0	0	20019	2	0	0
Vương Bình	38	47267	1634	1001	444494554	888777155	888177266	444444444	1	2	11	200	23045	5000	150	150	150	350	150	400	0	0	4	13015	13020	13029	0	0	0	0	0	0	0	20019	2	0	0
Trương Nghi	38	47268	1803	1001	165444444	265044579	284485444	444444444	1	8	12	200	23147	5000	150	150	150	350	150	400	0	0	4	13021	13033	20027	0	0	0	0	0	0	0	20019	2	0	0
Lý Phong	38	47269	1615	1001	444064555	994274444	571444444	444444444	1	20	12	200	23542	5000	150	150	150	350	150	400	0	0	4	13015	13029	13033	0	0	0	0	0	0	0	20019	2	0	0
Mã Ðại	38	47270	1840	1001	444394555	973444444	979444444	444444444	1	24	1	200	24014	5000	150	150	150	350	150	400	0	0	1	10015	10028	20025	0	0	0	0	0	0	0	20019	2	0	0
Lữ Bố	38	47271	1921	1001	444444444	444444444	444444444	444444444	1	0	0	200	27414	2500	150	150	300	300	150	450	0	0	5	11013	13015	20033	0	0	0	0	0	0	0	20019	2	0	0
Ðổng Trác	38	47272	1886	1001	444444444	444444444	444444444	444444444	1	25	1	200	28042	2500	150	150	300	300	150	450	0	0	1	10016	10028	10034	0	0	0	0	0	0	0	20019	2	0	0
Lý Nho	38	47273	1855	1001	444444444	444444444	444444444	444444444	1	2	9	200	23414	2500	150	150	350	200	150	400	0	0	1	10027	10032	10033	0	0	0	0	0	0	0	20019	2	0	0
Trần Cung	38	47274	1846	1001	444444444	444444444	444444444	444444444	1	2	9	200	22045	2500	150	150	300	200	150	400	0	0	1	10015	10027	10034	0	0	0	0	0	0	0	20019	2	0	0
Ðiêu Thuyền	38	47275	1826	1001	444444444	444444444	444444444	444444444	1	0	0	200	26045	2500	150	150	300	300	150	400	0	0	2	11013	11016	11033	0	0	0	0	0	0	0	20019	2	0	0
Cao Thuận	38	47276	1560	1001	444320554	324323444	100411760	444444650	1	30	2	200	23141	2500	150	150	150	300	150	400	0	0	1	10026	10028	20025	0	0	0	0	0	0	0	20019	2	0	0
Ngưu Phụ	38	47277	1831	1001	444222444	494444111	894111444	444444688	1	2	16	200	23015	2500	150	150	150	300	150	400	0	0	1	10016	10028	20025	0	0	0	0	0	0	0	20019	2	0	0
NhạnÐiêuTuyết	38	47278	1982	1001	444444444	444444444	444444444	444444444	1	23	34	200	23041	2500	150	150	250	250	150	400	0	0	4	13015	13020	13029	0	0	0	0	0	0	0	20019	2	0	0
Lữ Linh Khởi	38	47279	1905	1001	444444444	444444444	444444444	444444444	1	0	0	200	24014	2500	150	150	200	300	150	400	0	0	3	12016	12031	14037	0	0	0	0	0	0	0	21018	2	0	0
Lữ Bố	38	47280	1981	1001	444444444	444444444	444444444	444444444	1	0	0	200	28041	2500	150	150	150	350	150	450	0	0	1	10016	10028	20025	0	0	0	0	0	0	0	20019	2	0	0
Lữ Bố	38	47281	1981	1001	444444444	444444148	444444444	444149444	1	0	0	200	28041	2500	150	150	150	350	150	450	0	0	2	11016	11013	20026	0	0	0	0	0	0	0	14037	2	0	0
Lữ Bố	38	47282	1981	1001	444444444	444444611	444444444	444700444	1	0	0	200	28041	2500	150	150	150	350	200	450	0	0	3	12016	12033	20014	0	0	0	0	0	0	0	20019	2	0	0
Lữ Bố	38	47283	1981	1001	444444444	444444000	444444444	444262444	1	0	0	200	28041	2500	150	150	150	350	150	450	0	0	4	13015	13029	13033	0	0	0	0	0	0	0	20019	2	0	0
Hoa Hùng	38	47284	1782	1001	111111444	792000222	220440444	444444444	1	8	15	200	23014	2500	150	150	150	300	150	400	0	0	1	10028	14033	20025	0	0	0	0	0	0	0	20019	2	0	0
Hoàng Cái	38	47285	1862	1001	444444444	444444444	444444444	444444444	1	8	11	200	23015	2500	150	150	150	300	150	400	0	0	2	11002	11033	20026	0	0	0	0	0	0	0	20019	2	0	0
Tôn Kiên	38	47286	1880	1001	444444444	444444444	444444444	444444444	1	25	2	200	24104	2500	150	150	150	300	150	400	0	0	2	11033	14042	20026	0	0	0	0	0	0	0	20019	2	0	0
Trình Phổ	38	47287	1782	1001	444444444	144444270	360367290	444444444	1	8	22	200	25412	2500	150	150	150	300	150	400	0	0	4	13015	13020	13029	0	0	0	0	0	0	0	20019	2	0	0
Hàn Ðương	38	47288	1678	1001	834444444	444796444	555444444	444444444	1	21	21	200	23145	2000	150	150	150	350	150	400	0	0	3	12033	14042	20014	0	0	0	0	0	0	0	20019	2	0	0
Tổ Mậu	38	47289	1674	1001	444444555	444457444	168444444	444444444	1	24	2	200	23015	2000	150	150	150	350	150	400	0	0	2	11013	11028	20026	0	0	0	0	0	0	0	20019	2	0	0
Chu Tuấn	38	47290	1659	1001	444444444	147444444	247249444	444444444	1	20	18	200	24142	2000	150	150	150	350	150	400	0	0	2	11013	11016	11028	0	0	0	0	0	0	0	20019	2	0	0
Trình Bỉnh	38	47291	1637	1001	444557444	159444444	444444444	444444444	1	10	4	200	24014	2000	150	150	350	150	150	400	0	0	2	11013	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Tôn Thiệu	38	47292	1636	1001	444579555	568444444	149444444	444444444	1	0	0	200	24077	2000	150	150	350	150	150	400	0	0	2	11013	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Phan Chương	38	47293	1634	1001	444744555	766444650	920444444	444444444	1	2	14	200	23048	2000	150	150	150	350	150	400	0	0	3	12025	12027	20014	0	0	0	0	0	0	0	20019	2	0	0
Hạ Tề	38	47294	1896	1001	444149555	444952449	218218444	444336444	1	0	0	200	24014	2000	150	150	150	350	150	400	0	0	2	11016	11028	11032	0	0	0	0	0	0	0	20019	2	0	0
Ngô Binh	38	47295	1231	1001	444444444	444444444	444444444	444444444	1	5	8	200	22142	2000	150	150	200	200	150	450	0	0	3	12016	14033	20014	0	0	0	0	0	0	0	21018	2	0	0
Ngô Binh	38	47296	1231	1001	444444555	444444444	764774444	444444444	1	5	8	200	22045	2000	150	150	200	200	150	450	0	0	1	10015	10016	20025	0	0	0	0	0	0	0	21017	2	0	0
Lỗ Túc	38	47297	1887	1001	444666444	666444666	444444444	444444444	1	2	17	200	24014	2000	150	150	350	150	150	400	0	0	2	11013	11016	11027	0	0	0	0	0	0	0	0	2	0	0
Tôn Quyền	38	47298	1838	1001	444444444	444444444	444444444	444444444	1	20	18	200	29014	2000	150	150	300	300	150	400	0	0	4	13015	13029	13031	0	0	0	0	0	0	0	20019	2	0	0
Lục Tốn	38	47299	1850	1001	444444444	444444444	444444444	444444444	1	0	0	200	30452	2000	150	150	350	150	150	400	0	0	2	11016	11027	20026	0	0	0	0	0	0	0	11034	2	0	0
TônThượngHương	38	47300	1961	1001	644444444	444444444	444444444	444444444	1	0	0	200	24044	2000	150	150	150	350	150	400	0	0	3	12016	12033	20014	0	0	0	0	0	0	0	20019	2	0	0
Lữ Mông	38	47301	1831	1001	444457555	434444345	246345444	444444444	1	8	26	200	23871	2000	150	150	300	300	150	400	0	0	2	11013	11028	11034	0	0	0	0	0	0	0	20019	2	0	0
Thái Sử Hưởng	38	47302	1635	1001	369699555	467444779	249444444	444444444	1	2	11	200	25041	2000	150	150	150	350	150	400	0	0	2	11013	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Gia Cát Cẩn	38	47303	1864	1001	763799555	567779764	444444444	444444444	1	2	9	200	23042	2000	150	150	300	150	150	400	0	0	2	11013	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Trương Hoành	38	47304	1431	1001	444444555	258889289	555444138	444444444	1	2	11	200	24014	2000	150	150	300	150	150	400	0	0	2	11027	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Từ Thịnh	38	47305	1633	1001	444444444	345236344	444444444	444444444	1	25	2	200	23411	2000	150	150	150	350	150	400	0	0	2	11028	11032	11033	0	0	0	0	0	0	0	20019	2	0	0
Chu Thái	38	47306	1782	1001	188444444	277444068	66444444	444444444	1	8	11	200	25014	2500	150	150	300	300	150	400	0	0	2	11028	11032	20026	0	0	0	0	0	0	0	20019	2	0	0
Chu Du	38	47307	1834	1001	555249444	868444521	345444723	444099444	1	20	18	200	25045	2500	150	150	300	100	200	400	0	0	2	11002	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Tôn Sách	38	47308	1837	1001	699444555	356666555	444444258	169444444	1	24	2	200	24014	2500	150	150	150	350	150	400	0	0	2	11033	14042	20026	0	0	0	0	0	0	0	20019	2	0	0
Trương Chiêu	38	47309	1861	1001	377666333	49049454	464444444	444444444	1	20	8	200	24014	2500	150	150	350	150	150	400	0	0	2	11013	11016	11027	0	0	0	0	0	0	0	11034	2	0	0
Tiểu Kiều	38	47310	1823	1001	444444444	444444444	444444444	444444444	1	19	17	200	21014	2500	150	150	350	150	150	400	0	0	1	10026	10027	10033	0	0	0	0	0	0	0	20019	2	0	0
Cam Ninh	38	47311	1947	1001	444444444	444444444	444444444	444444444	1	0	0	200	23014	2500	150	150	100	350	150	400	0	0	2	11028	11033	20026	0	0	0	0	0	0	0	20019	2	0	0
Ðại Kiều	38	47312	1822	1001	444444444	444444444	444444444	444444444	1	19	16	200	24015	2500	150	150	300	300	150	400	0	0	4	13015	13025	13029	0	0	0	0	0	0	0	20019	2	0	0
Lăng Thống	38	47313	1708	1001	444244555	444444444	168444444	444444444	1	8	11	200	23845	2500	150	150	150	300	150	400	0	0	2	11013	11028	11033	0	0	0	0	0	0	0	20019	2	0	0
Lý Thuật	38	47314	1858	1001	444444444	444444444	444444444	444444444	1	20	17	200	22484	2500	150	150	300	100	150	400	0	0	1	10016	10015	10027	0	0	0	0	0	0	0	20019	2	0	0
Tôn Dực	38	47315	1621	1001	444444444	468999349	249444126	444444444	1	20	12	200	23542	2500	150	150	150	300	150	400	0	0	2	11028	11033	20026	0	0	0	0	0	0	0	20019	2	0	0
Thái Sư Từ	38	47316	1852	1001	444444444	444444444	444444444	444444444	1	20	22	200	24541	2500	150	150	150	350	150	400	0	0	2	11028	11033	20026	0	0	0	0	0	0	0	20019	2	0	0
Ngụy Diên	38	47317	1888	1001	444444444	444444444	444444444	444444444	1	0	0	200	27014	2500	150	150	100	300	130	400	0	0	4	13015	13020	13029	0	0	0	0	0	0	0	20019	2	0	0
Tào Nhân	38	47318	1942	1001	444013444	144444028	142633134	444444444	1	0	0	200	23014	2500	150	150	300	300	150	400	0	0	2	11013	11033	20026	0	0	0	0	0	0	0	20019	2	0	0
Tuân Úc	38	47319	1881	1001	444444444	444444444	444444444	444444444	1	2	15	200	22045	2500	150	150	300	150	150	400	0	0	3	12025	12028	12032	0	0	0	0	0	0	0	20019	2	0	0
Giả Hủ	38	47320	1882	1001	444943444	304444444	444444444	444444444	1	2	16	200	21045	2500	150	150	300	150	150	400	0	0	3	12024	12028	12032	0	0	0	0	0	0	0	20019	2	0	0
Bàng Dục	38	47321	1615	1001	444822554	884911444	864444853	444444444	1	20	18	200	22089	2500	150	150	150	300	150	400	0	0	3	12016	12033	14042	0	0	0	0	0	0	0	20019	2	0	0
Hạ Hầu Ðôn	38	47322	1836	1001	444444444	444444444	444444444	444444444	1	8	15	200	25421	2500	150	150	200	300	150	400	0	0	3	12016	12033	14037	0	0	0	0	0	0	0	20019	2	0	0
Hạ Hầu Uyên	38	47323	1857	1001	444444444	444444444	444444444	444444444	1	8	18	200	25741	2500	150	150	200	300	150	400	0	0	3	12016	12031	12033	0	0	0	0	0	0	0	20019	2	0	0
Từ Thứ	38	47324	1858	1001	444899555	444444458	444444444	457444444	1	21	16	200	26045	2500	150	150	300	150	150	400	0	0	4	13027	13031	14037	0	0	0	0	0	0	0	20019	2	0	0
Vương Dị	38	47325	1998	1001	444444444	444444444	444444444	444444444	1	0	0	200	25014	2500	150	150	150	300	150	400	0	0	1	10028	10031	20014	0	0	0	0	0	0	0	20019	2	0	0
Bàng Ðức	38	47326	1945	1001	444444444	444444444	444444444	444444444	1	0	0	200	25041	2500	150	150	150	350	150	400	0	0	1	10016	10028	14037	0	0	0	0	0	0	0	20019	2	0	0
Ngụy Binh	38	47327	1142	1001	444444444	444444444	444444444	444444444	1	20	18	200	21042	2500	150	150	250	250	150	450	0	0	2	11013	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Ngụy Binh	38	47328	1141	1001	444444444	444444444	444444444	444444444	1	21	21	200	21078	2500	150	150	250	250	150	450	0	0	4	13015	13020	13021	0	0	0	0	0	0	0	13029	2	0	0
Văn Sính	38	47329	1635	1001	444444444	688222567	813444724	444444444	1	2	16	200	25014	2500	150	150	150	300	150	400	0	0	2	11028	14033	20026	0	0	0	0	0	0	0	20019	2	0	0
Tào Thực	38	47330	1859	1001	444444444	444444444	444444444	444444444	1	20	21	200	25045	2500	150	150	300	150	150	400	0	0	4	13015	13025	13027	0	0	0	0	0	0	0	20019	2	0	0
Tào Xung	38	47331	1884	1001	744644444	444444444	844444444	444444444	1	23	1	200	24589	2500	150	150	300	200	150	400	0	0	3	12016	12028	12032	0	0	0	0	0	0	0	20019	2	0	0
Tào Phi	38	47332	1406	1001	834674654	599681664	444444444	444444444	1	7	6	200	23452	2500	150	150	300	200	150	400	0	0	3	12016	12027	12032	0	0	0	0	0	0	0	20019	2	0	0
Dương Tu	38	47333	1917	1001	444864554	863764444	765555444	276444444	1	0	0	200	27014	2500	150	150	300	300	150	400	0	0	1	10028	10034	20025	0	0	0	0	0	0	0	20019	2	0	0
Chân Mật	38	47334	1875	1001	444444444	444444444	444444444	444444444	1	0	0	200	27014	2500	150	150	300	150	150	400	0	0	2	11013	11016	11027	0	0	0	0	0	0	0	11034	2	0	0
Tào Duệ	38	47335	1891	1001	444444444	444444444	444444444	444444444	1	0	0	200	26045	2500	150	150	300	150	150	400	0	0	1	10016	10028	10034	0	0	0	0	0	0	0	20019	2	0	0
Văn Ương	38	47336	1910	1001	444681444	154444152	344650844	120144844	1	0	0	200	27014	2500	150	150	250	300	150	400	0	0	4	13015	13029	14037	0	0	0	0	0	0	0	20019	2	0	0
Ðặng Ngải	38	47337	1930	1001	444444444	444444444	444444444	444444444	1	0	0	200	25414	2500	150	150	300	300	150	400	0	0	3	12016	12033	14037	0	0	0	0	0	0	0	20019	2	0	0
Vương Song	38	47338	1611	1001	444444444	444444444	444444444	444444444	1	8	22	200	24874	2500	150	150	150	350	150	400	0	0	3	12016	12033	20014	0	0	0	0	0	0	0	20019	2	0	0
Hạ Hầu Bá	38	47339	1903	1001	444444444	444444444	444444444	444444444	1	0	0	200	24777	2500	150	150	300	300	150	400	0	0	3	12016	12028	14037	0	0	0	0	0	0	0	20019	2	0	0
Ám tâm Ma	38	47340	1520	1001	444444444	348444444	444444444	444444444	1	0	0	187	33934	658	150	150	550	150	100	260	0	0	5	13021	13031	20027	0	0	0	0	0	0	0	0	2	0	0
Thôi tâm Ma	38	47341	1520	1001	444444444	149444444	444444444	444444444	1	0	0	190	33934	2500	200	200	400	400	100	250	0	0	5	11013	11027	11034	0	0	0	0	0	0	0	20019	2	0	0
Quỷ Mẫu	38	47342	1922	1001	444444444	444444444	444444444	444444444	1	0	0	200	31214	5000	350	350	450	200	99	285	0	0	5	11013	11016	11034	0	0	0	0	0	0	0	20019	2	0	0
Nữ Bạt	38	47343	1486	1001	524444131	444624777	541444722	431431444	1	19	26	200	25015	1927	250	250	200	500	99	280	0	0	5	12031	12033	20014	0	0	0	0	0	0	0	14045	2	0	0
Cứu Thục Quan	38	47344	1445	1001	444651254	444444444	651222651	100444444	1	21	36	190	24571	2500	200	200	400	200	99	250	0	0	5	11013	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Quỷ Diện Tả Từ	38	47345	1935	1001	444444444	444444444	444444444	444444444	1	0	0	200	26897	2500	200	200	400	200	99	270	0	0	5	11027	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Quỷ Mê Tử	38	47346	1964	1001	544337343	336444444	458444337	444444444	1	0	0	190	25369	2500	200	200	400	200	99	280	0	0	5	11016	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Hồn Mạng Liêu	38	47347	1444	1001	444444644	655552644	444444444	444444444	1	0	0	195	26387	2500	200	200	500	500	99	280	0	0	5	12031	12032	20033	0	0	0	0	0	0	0	14045	2	0	0
Ma lượng tà	38	47348	1470	1001	444444555	333113444	444444444	777444444	1	0	0	185	23485	2500	200	200	450	450	99	270	0	0	5	13015	13029	13031	0	0	0	0	0	0	0	14045	2	0	0
Mã la đạo	38	47349	1505	1001	444444333	444444444	422555611	444444444	1	8	11	194	25015	3542	200	200	200	500	100	280	0	0	5	10016	10028	10034	0	0	0	0	0	0	0	14045	2	0	0
Quỷ Li Tang	38	47350	1358	1001	444444233	222444444	650444444	444444444	1	0	0	190	25785	2500	200	200	200	500	120	250	0	0	5	10028	10031	20025	0	0	0	0	0	0	0	21013	2	0	0
Lôi phthủtướng	38	47351	1625	1001	323444232	444444444	444444444	444444444	1	31	1	190	27841	2500	200	200	500	200	150	250	0	0	5	10016	10028	20025	0	0	0	0	0	0	0	14045	2	0	0
Lôi ph thủbinh	38	47352	1624	1001	651444222	444444444	444444444	444444444	1	31	2	190	27841	2500	200	200	200	400	120	240	0	0	5	12027	12032	12016	0	0	0	0	0	0	0	14045	2	0	0
Lôi Phủ Quan	38	47353	1623	1001	318959009	444444444	444444444	444444444	1	31	1	195	28485	2500	200	200	450	450	95	265	0	0	5	13015	13029	13031	0	0	0	0	0	0	0	14045	2	0	0
Tả Bí Hí Trảo	38	47354	1325	1001	444444444	444444444	444444444	444444444	1	0	0	200	65124	5500	300	300	400	400	300	330	0	0	5	10016	20021	20022	0	0	0	0	0	0	0	20019	2	0	0
Khai Chương	38	47355	1345	1001	886787555	999960771	444444664	444444444	1	16	1	200	32452	5000	300	300	500	200	150	300	0	0	5	11013	11034	20026	0	0	0	0	0	0	0	20019	2	0	0
Nhạc Vũ	38	47356	1340	1001	988899555	877899444	444444976	444444444	1	19	20	200	33452	5000	300	300	500	200	150	320	0	0	5	11013	11016	20033	0	0	0	0	0	0	0	20019	2	0	0
Tây Tần	38	47357	1278	1001	444666444	599699444	444444444	444444444	1	2	18	200	33000	5000	200	200	400	200	150	295	0	0	5	13015	20023	0	0	0	0	0	0	0	0	20019	2	0	0
TấnBảo TiênNữ	38	47358	1763	1001	444444444	444444444	444444444	444444444	1	23	16	180	18452	2500	250	250	250	250	250	250	0	0	4	13015	13031	13033	0	0	0	0	0	0	0	0	2	0	0
Tư Mã Ý	38	47359	1877	1001	444444444	444444444	444444444	444444444	1	0	0	200	29045	2500	150	150	350	100	150	400	0	0	1	10016	10027	10034	0	0	0	0	0	0	0	20019	2	0	0
Tào Tháo	38	47360	1892	1001	444444444	444444444	444444444	444444444	1	0	0	200	29045	2500	150	150	400	200	150	400	0	0	3	12016	12027	12034	0	0	0	0	0	0	0	20019	2	0	0
Quách Gia	38	47361	1845	1001	444444444	444444444	444444444	444444444	1	0	0	200	23042	2500	150	150	300	150	150	400	0	0	3	12016	12028	12034	0	0	0	0	0	0	0	20019	2	0	0
Trương Liêu	38	47362	1843	1001	444894444	444444832	763534701	444900444	1	20	23	200	22045	2500	150	150	150	300	150	400	0	0	3	12016	12033	14042	0	0	0	0	0	0	0	20019	2	0	0
Hứa Chử	38	47363	1893	1001	444444444	444444444	444444444	444444444	1	0	0	200	22452	2500	150	150	150	300	150	400	0	0	3	12016	12033	14042	0	0	0	0	0	0	0	20019	2	0	0
Ðiển Vi	38	47364	1833	1001	444444444	444444444	444444444	444444444	1	8	14	200	22459	2500	150	150	150	300	150	400	0	0	3	12016	12033	14042	0	0	0	0	0	0	0	20019	2	0	0
Tư Mã Chiêu	38	47365	1710	1001	444668555	897861960	864444230	444444444	1	2	9	200	29045	2500	150	150	350	150	150	400	0	0	1	10016	10031	10034	0	0	0	0	0	0	0	20019	2	0	0
Trương Hợp	38	47366	1890	1001	444444444	444444444	444444444	444444444	1	0	0	200	23452	2500	150	150	150	350	150	400	0	0	1	10016	10028	10034	0	0	0	0	0	0	0	20019	2	0	0
Từ Hoảng	38	47367	1949	1001	444444444	444444444	444444444	444444444	1	0	0	200	23548	2500	150	150	150	350	150	400	0	0	3	12016	12031	12033	0	0	0	0	0	0	0	20019	2	0	0
Tư Mã Sư	38	47368	1529	1001	344776444	544444344	820630750	666444444	1	8	15	200	25421	2500	150	150	150	350	150	400	0	0	3	12016	12033	14037	0	0	0	0	0	0	0	20019	2	0	0
Kim Cang	38	47369	1948	1001	992964666	644975444	965444444	444444444	1	20	18	200	30452	2500	500	500	500	500	500	500	0	0	5	11027	20026	20033	0	0	0	0	0	0	0	20019	2	0	0
Triệu Quảng	38	47408	1273	1001	444273555	451457244	666444444	444444444	1	8	12	170	8045	2200	103	26	56	185	71	128	0	0	4	13013	13024	13015	0	0	0	0	0	0	0	21012	2	0	0
Triệu Thống	38	47409	1273	1001	444269555	249257246	876359444	444444444	1	8	13	170	8004	2200	85	19	44	143	62	89	0	0	2	11011	11014	11022	0	0	0	0	0	0	0	21006	2	0	0
Triệu Tương	38	47410	1616	1001	444669555	444444444	679777377	444444444	1	23	25	170	8045	2200	88	21	72	126	60	94	0	0	2	11012	11022	14037	0	0	0	0	0	0	0	21006	2	0	0
ÐT.DiHầuVương	38	47411	1932	1001	974982864	992444984	974854744	974444444	1	0	0	200	35000	2500	500	500	600	600	100	340	0	0	5	10034	14045	20033	0	0	0	0	0	0	0	20019	2	0	0
ÐT.Sư Ðà Vương	38	47412	1316	1001	444444579	774689999	789755444	444444444	1	20	34	200	29000	2500	500	500	600	600	100	340	0	0	5	13015	14045	20033	0	0	0	0	0	0	0	20019	2	0	0
LưuQuanTrương	38	47413	1868	1001	444444444	444444444	444444444	444444444	1	0	0	200	43000	2500	500	500	500	500	500	500	0	0	5	21024	21025	21026	0	0	0	0	0	0	0	21027	2	0	0
