map1	warpid	map2	x	y
24000	14	24871	1350	2470
24000	15	24881	1310	1790
24000	16	24851	270	210
24000	17	24521	2290	990
24000	20	24509	390	2450
24000	21	24501	2050	1810
24000	22	24505	90	270
24000	23	14862	250	210
24000	24	24031	1110	750
24000	25	24051	1110	530
24000	26	24401	590	1150
24000	29	24441	670	750
24000	18	24511	410	2450
24001	1	24002	190	530
24001	2	24000	4170	3730
24002	1	24001	530	430
24002	2	24003	190	530
24002	3	24261	370	390
24002	4	24241	370	730
24002	5	24131	390	410
24003	1	24002	1330	530
24003	2	24101	450	390
24003	3	24301	590	450
24003	4	24171	470	410
24011	1	24012	1330	510
24011	2	24000	210	1270
24012	1	24011	370	450
24012	2	24013	1330	510
24012	3	24172	470	410
24012	4	24242	370	730
24012	5	24262	370	410
24013	1	24012	130	550
24013	2	24891	2270	1110
24013	3	24221	470	410
24013	4	24132	450	410
24013	5	24102	490	410
24021	1	24806	1530	290
24021	2	24173	470	410
24021	3	24133	450	410
24021	4	24103	490	410
24021	5	24302	230	450
24021	6	24243	390	510
24031	1	24134	570	490
24031	2	24104	550	710
24031	3	24135	270	490
24031	4	24000	2350	2930
24041	1	24174	250	430
24041	2	24105	290	530
24041	3	24000	3050	2170
24051	1	24175	470	430
24051	2	24136	470	430
24051	3	24106	350	430
24051	4	24000	1770	1890
24101	1	24003	110	410
24102	1	24013	150	450
24103	1	24021	450	290
24104	1	24031	370	330
24105	1	24041	630	350
24106	1	24051	1050	390
24131	1	24002	1310	450
24132	1	24013	490	410
24133	1	24021	290	390
24134	1	24031	190	710
24135	1	24031	950	350
24136	1	24051	610	290
24171	1	24003	1270	450
24172	1	24012	1350	410
24173	1	24021	130	530
24174	1	24041	810	430
24175	1	24051	170	450
24221	1	24013	930	450
24241	1	24002	970	410
24242	1	24012	590	450
24243	1	24021	1170	690
24261	1	24002	530	470
24262	1	24012	210	450
24301	1	24003	870	470
24302	1	24021	770	310
24401	1	24402	590	490
24401	2	24403	370	450
24401	3	24000	1490	530
24402	1	24401	290	1070
24403	1	24401	930	1070
24411	1	24412	290	2390
24411	2	24000	4130	4530
24412	1	24411	3990	310
24412	2	24413	2150	550
24413	1	24412	250	230
24413	2	24414	670	510
24413	3	24415	650	530
24413	4	24416	270	430
24413	5	24417	410	430
24414	1	24413	190	550
24415	1	24413	310	410
24416	1	24413	490	410
24417	1	24413	730	410
24421	1	24422	870	530
24421	2	24000	3090	4590
24422	1	24421	270	250
24422	2	24423	1070	510
24423	1	24422	130	270
24431	1	24432	290	1790
24431	2	24000	3210	4190
24432	1	24431	970	350
24441	1	24000	170	1310
24441	2	24442	1470	510
24442	1	24441	650	430
24442	2	28000	3930	1690
24443	1	24444	110	510
24443	2	28000	3930	1690
24444	1	24000	170	1310
24444	2	24443	650	410
24501	1	24000	3210	3450
24501	2	24502	730	290
24502	1	24501	90	270
24502	2	24503	1230	1810
24502	3	24507	2390	270
24503	1	24502	410	90
24503	2	24504	410	530
24504	1	24503	1250	90
24504	2	24505	930	910
24504	3	24506	2390	270
24505	1	24504	730	270
24505	2	24000	3250	3090
24506	1	24504	90	270
24507	1	24502	90	270
24507	2	24508	730	270
24508	1	24507	90	270
24508	2	24510	1230	1810
24508	3	24509	1550	930
24509	1	24508	90	270
24509	2	24000	2590	3490
24510	1	24508	410	90
24511	3	24515	390	530
24511	4	24512	390	530
24511	1	24000	3950	3330
24512	1	24511	1270	90
24512	2	24513	2390	930
24512	3	24514	1230	1810
24513	1	24512	90	270
24514	1	24512	410	90
24515	1	24511	2930	90
24515	2	24517	110	930
24515	3	24516	390	3090
24516	1	24515	410	90
24517	1	24515	730	270
24521	1	24522	2290	1650
24521	2	24000	2470	2490
24522	1	24521	230	350
24522	2	24523	2290	990
24522	3	24524	2350	350
24523	1	24525	2310	350
24523	2	24522	190	1010
24524	1	24522	190	2290
24524	2	24525	2310	1630
24525	1	24523	210	990
24525	2	24524	190	350
24531	1	24832	270	290
24531	2	24834	1450	250
24801	1	24802	2270	1770
24801	2	24000	790	1490
24802	1	24803	1470	1150
24802	2	24801	170	470
24803	1	24802	270	150
24806	1	24021	150	850
24806	2	24000	3570	4090
24811	1	24812	270	2410
24811	2	24000	2110	1330
24812	1	24811	1490	490
24821	1	24000	3690	3070
24821	5	24822	3090	330
24831	1	24832	1290	3050
24831	2	24000	4430	3170
24832	1	24831	1050	130
24832	2	24833	270	430
24832	3	24531	1250	1670
24833	1	24832	1110	470
24834	1	24531	190	350
24834	2	24835	1350	1210
24835	1	24834	230	230
24835	2	31000	1530	2710
24841	1	24842	290	1130
24841	2	24843	2210	1190
24841	3	24000	4610	3570
24842	1	24841	3990	310
24843	1	24841	270	270
24851	1	24852	310	230
24851	2	24000	3770	4630
24851	3	24857	2270	290
24852	1	24853	290	470
24852	2	24851	2090	1090
24852	3	24854	310	230
24853	1	24852	1070	410
24854	1	24852	1290	2390
24854	2	24855	2310	270
24855	1	24856	630	530
24855	2	24854	290	2410
24855	3	25404	1170	810
24856	1	24855	630	430
24857	1	24851	210	1190
24861	1	24863	530	430
24861	2	24862	550	470
24861	3	24000	3150	3910
24862	1	24861	730	450
24863	1	24861	1330	430
24871	1	24000	2870	4230
24881	1	24882	250	2430
24881	2	24000	1870	3630
24882	1	24881	1470	290
24891	1	24013	150	530
25000	3	25541	190	970
25000	4	25701	230	1790
25000	5	25806	250	1790
25000	6	25811	650	510
25000	7	25821	250	2430
25000	8	25841	190	590
25000	9	25881	290	230
25000	10	25831	230	1810
25000	11	25846	2130	1170
25000	12	25871	290	1130
25000	13	25896	2130	1150
25000	14	25521	190	270
25000	15	25524	2050	1770
25000	16	25527	2330	290
25000	17	25861	1290	2430
25000	18	25865	230	730
25000	19	25851	1310	2450
25000	20	25401	190	770
25000	21	25411	210	890
25000	22	25419	2330	310
25000	25	25041	790	610
25000	26	25001	810	630
25000	28	25451	190	1670
25000	29	25454	150	190
25000	30	25471	690	550
25000	31	25481	270	3690
25000	34	25801	170	430
25000	35	25501	150	270
25000	36	25431	1070	750
25000	37	25440	250	1150
25000	38	25461	170	570
25000	39	25511	1210	1810
25000	40	25518	2050	1790
25000	41	25515	2870	1150
25000	42	25441	230	850
25000	43	25447	1490	290
25000	44	25426	230	550
25000	45	25425	3990	290
25000	46	21000	130	970
25000	47	25836	190	2450
25000	48	25711	970	450
25000	49	25807	2110	1790
25000	50	30000	3510	50
25000	51	25819	170	2490
25000	52	25820	2170	1850
25000	53	25052	1930	1170
25000	23	25531	410	1730
25000	33	25491	130	410
25000	2	14823	130	1210
25000	1	14836	170	1190
25001	1	25002	1350	710
25001	2	25000	750	1370
25002	1	25001	130	150
25002	2	25005	1150	350
25002	3	25102	490	410
25002	4	25003	1150	850
25002	5	25101	470	390
25002	6	25221	370	430
25002	7	25261	350	410
25002	8	25241	350	730
25002	9	25171	350	410
25002	10	25201	410	410
25002	11	25103	330	430
25002	12	25281	850	470
25002	13	25301	930	510
25003	1	25002	90	310
25003	2	25004	130	870
25003	3	25133	450	430
25003	4	25173	470	390
25003	5	25174	470	390
25003	6	25172	350	390
25003	7	25131	370	410
25003	8	25132	430	390
25004	1	25003	1270	130
25004	2	25303	150	510
25005	1	25302	610	470
25005	2	25134	450	410
25005	3	25002	90	1070
25011	1	25012	750	590
25012	1	25011	170	170
25012	2	25013	150	470
25012	3	25262	470	410
25012	4	25242	390	530
25012	5	25175	370	410
25012	6	25135	390	430
25012	7	25305	690	510
25012	8	25176	450	390
25013	1	25012	770	150
25013	2	25136	450	390
25013	3	25104	490	410
25013	4	25306	590	450
25013	5	25222	470	430
25013	6	25202	410	410
25013	7	25177	470	410
25013	8	25014	130	810
25014	1	25013	1150	430
25021	1	25452	3990	190
25021	2	25022	170	470
25022	1	25021	490	490
25022	2	25137	490	410
25022	3	25263	470	390
25022	4	25243	450	510
25022	5	25282	850	450
25022	6	25178	450	390
25022	7	25023	170	410
25023	1	25022	1090	430
25023	2	25307	1490	490
25031	1	25861	210	170
25031	2	25032	1150	450
25032	1	25031	350	430
25032	2	25244	450	510
25032	3	25309	250	450
25032	4	25264	370	410
25032	5	25138	370	390
25032	6	25105	550	410
25032	7	25106	470	390
25032	8	25139	390	410
25032	9	25033	930	90
25033	1	25032	130	790
25033	2	25283	430	450
25033	3	25223	470	410
25033	4	25203	410	410
25033	5	25179	490	410
25041	1	25042	1190	850
25041	2	25000	870	910
25042	1	25041	130	150
25042	2	25140	370	410
25042	3	25107	350	410
25042	4	25265	370	390
25042	5	25310	590	450
25042	6	25245	390	530
25051	1	25851	210	210
25051	2	25266	370	410
25051	3	25181	370	390
25051	4	25141	450	410
25051	5	25108	370	410
25051	6	25311	630	550
25051	7	25182	470	390
25051	8	25246	430	510
25101	1	25002	250	370
25102	1	25002	410	830
25103	1	25002	810	930
25104	1	25013	330	390
25105	1	25032	350	530
25106	1	25032	150	690
25107	1	25042	1110	410
25108	1	25051	590	270
25131	1	25003	1270	510
25132	1	25003	1170	110
25133	1	25003	550	150
25134	1	25005	850	330
25135	1	25012	530	370
25136	1	25013	130	390
25137	1	25022	190	390
25138	1	25032	250	130
25139	1	25032	610	810
25140	1	25042	1290	530
25141	1	25051	1070	250
25171	1	25002	1350	630
25172	1	25003	1110	450
25173	1	25003	390	190
25174	1	25003	230	230
25175	1	25012	650	450
25176	1	25012	150	310
25177	1	25013	1070	350
25178	1	25022	1110	370
25179	1	25033	110	630
25181	1	25051	1290	290
25182	1	25051	310	1110
25183	1	25806	510	510
25201	1	25002	1010	1010
25202	1	25013	930	370
25203	1	25033	250	150
25221	1	25002	510	370
25222	1	25013	510	390
25223	1	25033	690	170
25241	1	25002	970	510
25242	1	25012	730	510
25243	1	25022	550	390
25244	1	25032	1090	370
25245	1	25042	230	710
25246	1	25051	410	910
25261	1	25002	590	430
25262	1	25012	710	150
25263	1	25022	370	390
25264	1	25032	470	190
25265	1	25042	950	290
25266	1	25051	1310	590
25281	1	25002	830	1110
25282	1	25022	970	370
25283	1	25033	1090	430
25301	1	25002	210	890
25302	1	25005	230	450
25303	1	25004	990	290
25303	2	25304	170	790
25304	1	25303	1410	390
25305	1	25012	430	230
25306	1	25013	710	370
25307	1	25308	510	430
25307	2	25023	570	410
25308	1	25307	190	370
25309	1	25032	790	290
25310	1	25042	630	310
25311	1	25051	270	250
25401	1	25402	130	490
25401	2	25000	2410	390
25402	1	25401	610	510
25402	2	25403	90	510
25403	1	25402	1490	350
25403	2	24855	270	170
25404	1	25405	1490	510
25404	2	24855	270	170
25405	1	25404	690	510
25405	2	25406	1490	510
25406	1	25405	90	370
25406	2	25000	2410	390
25411	1	25412	90	510
25411	2	25000	1750	810
25412	1	25411	450	450
25412	2	25415	190	190
25413	1	25414	1490	510
25413	2	25415	210	210
25414	2	25000	1750	810
25414	1	25413	390	450
25415	1	25416	310	550
25415	2	25417	250	770
25415	3	25413	670	950
25416	1	25415	2790	970
25417	1	25415	3210	290
25417	2	25418	190	770
25418	1	25417	1490	170
25418	2	25419	210	1830
25419	1	25418	1510	90
25419	2	25420	570	470
25419	3	25000	2110	650
25420	1	25419	670	450
25421	1	25422	130	510
25421	2	25426	1430	130
25422	1	25425	190	210
25422	2	25421	470	470
25423	1	25424	1450	510
25423	2	25425	250	170
25424	1	25426	1450	150
25424	2	25423	390	470
25425	1	25427	190	230
25425	2	25423	630	950
25425	3	25000	1670	930
25426	2	25421	170	950
25426	3	25000	1550	1190
25427	1	25425	3890	1210
25431	1	25432	1430	490
25431	3	25000	1250	750
25432	1	25435	1610	330
25432	2	25431	690	510
25433	1	25434	130	510
25433	2	25435	1510	230
25434	1	25433	670	510
25434	2	25000	1250	750
25435	1	25438	1470	190
25435	2	25436	950	610
25435	3	25433	150	770
25436	1	25435	230	250
25436	2	25437	1170	310
25437	1	25440	2390	250
25437	2	25436	110	370
25438	1	25435	130	1890
25438	2	25439	1370	750
25439	1	25440	2230	1230
25439	2	25438	110	630
25440	1	25504	4030	2210
25440	2	25437	130	530
25440	3	25439	130	70
25440	4	25000	910	850
25441	1	25442	110	510
25441	2	25000	2370	1110
25442	1	25441	470	470
25442	2	25445	230	170
25443	1	25444	1490	510
25443	2	25445	210	150
25444	1	25443	390	470
25444	2	25000	2370	1110
25445	1	25446	210	790
25445	2	25443	650	910
25446	1	25445	1370	550
25446	2	25447	150	2470
25447	1	25448	370	690
25447	2	25446	1490	170
25447	3	25449	670	530
25447	4	25000	2790	910
25448	1	25447	950	1910
25449	1	25447	650	1590
25451	1	25452	3790	1110
25451	2	25000	2750	1910
25452	1	25451	150	450
25452	2	25453	1470	210
25452	3	25021	170	750
25453	1	25452	190	1190
25453	2	25454	1250	710
25454	1	25453	130	630
25454	2	25000	2070	1750
25461	1	25462	130	630
25461	2	25000	1130	1370
25462	1	25461	990	390
25462	2	25463	130	650
25463	1	25462	970	310
25463	2	25464	390	430
25463	3	25465	350	410
25464	1	25463	510	390
25465	1	25463	790	490
25471	1	25472	690	350
25471	2	25000	390	1650
25472	1	25471	150	450
25472	2	25473	330	410
25473	1	25472	610	290
25481	1	25483	110	850
25481	2	25482	890	710
25481	3	25000	150	2410
25482	1	25481	170	190
25483	1	25481	1550	270
25501	1	25502	110	270
25501	2	25000	930	490
25502	1	25501	3210	2210
25502	2	25503	1230	130
25502	3	25504	150	1570
25503	1	25502	370	510
25504	1	25502	730	270
25504	2	25440	230	190
25511	1	25514	90	290
25511	2	25512	390	530
25511	3	25000	1350	710
25512	1	25511	1250	110
25512	2	25513	90	930
25513	1	25512	750	310
25514	1	25515	370	1830
25514	2	25518	450	90
25514	3	25511	4070	930
25515	1	25516	390	550
25515	2	25514	410	90
25515	3	25000	1590	490
25516	1	25517	1570	910
25516	2	25515	430	90
25517	1	25516	90	270
25518	1	25514	410	530
25518	2	25000	1550	750
25521	1	25522	410	110
25521	2	25000	1010	1090
25522	1	25521	1230	1810
25522	2	25523	150	1570
25522	3	25524	4010	290
25523	1	25522	710	270
25524	1	25522	110	270
25524	2	25525	710	270
25524	3	25000	910	1250
25525	1	25524	130	270
25525	2	25527	390	1790
25525	3	25526	3170	930
25526	1	25525	110	270
25527	1	25525	410	110
25527	2	25000	670	1070
25531	1	25532	410	510
25531	2	25000	1270	1570
25532	1	25531	1250	190
25532	2	25534	110	1610
25532	3	25533	3150	1590
25533	1	25535	130	350
25533	2	25532	130	330
25534	1	25535	670	310
25534	2	25532	690	310
25535	1	25533	3150	310
25535	2	25534	130	330
25535	3	25536	1250	1790
25536	1	25535	390	150
25536	2	25537	370	530
25536	3	25539	110	330
25537	1	25538	130	330
25537	2	25536	1250	190
25538	1	25537	710	310
25539	1	25540	430	1150
25539	2	25536	3170	970
25540	1	25539	430	130
25541	1	25542	190	990
25541	2	25000	2850	1290
25542	1	25541	3990	990
25542	2	25543	170	970
25542	3	25544	170	990
25543	1	25542	2310	330
25544	1	25542	2330	1630
25551	1	25831	1390	330
25551	2	25552	390	550
25552	1	25551	1290	110
25552	2	25553	3250	930
25552	3	25554	110	930
25553	1	25552	90	270
25554	1	25552	750	290
25701	1	25702	690	510
25701	2	25703	650	550
25701	3	25704	590	430
25701	4	25705	590	430
25701	5	25706	290	1110
25701	6	25000	1390	1190
25702	1	25701	730	690
25703	1	25701	1030	470
25704	1	25701	1010	970
25705	1	25701	1530	950
25706	1	25701	2310	330
25706	2	25710	250	450
25706	3	25709	290	490
25706	4	25707	370	670
25706	5	25708	310	550
25707	1	25706	2610	690
25708	1	25706	2570	1030
25709	1	25706	1690	450
25710	1	25706	1710	990
25711	1	25712	630	890
25711	2	25000	1670	2230
25712	1	25711	110	230
25712	2	60401	1110	810
25801	1	25802	210	2430
25801	2	25000	2850	890
25802	1	25801	1010	230
25802	2	25803	270	470
25803	1	25802	1870	510
25806	1	25183	490	430
25806	2	25000	790	1850
25807	1	25000	2250	430
25807	4	25808	230	1190
25808	1	25807	2350	310
25811	1	25812	1250	3690
25811	2	25000	2290	810
25812	1	25811	270	170
25812	2	25813	1990	1710
25813	1	25812	310	270
25813	2	25815	590	430
25813	3	25814	570	490
25813	4	25832	750	570
25814	1	25813	670	470
25815	1	25813	630	630
25821	1	25822	170	530
25821	2	25000	2510	450
25822	1	25821	2270	370
25822	2	25826	590	450
25822	3	25825	890	450
25822	4	25824	290	550
25822	5	25823	270	530
25823	1	25822	2110	550
25824	1	25822	1990	390
25825	1	25822	1810	390
25826	1	25822	1550	390
25831	1	25551	410	1810
25831	2	25000	1710	370
25836	1	25000	750	2590
25841	1	25842	350	1090
25841	2	25000	2010	1390
25842	1	25841	450	410
25842	2	25843	370	1070
25843	1	25842	1450	370
25843	2	25844	270	490
25844	1	25843	2710	550
25846	1	25000	510	2430
25851	1	25051	1450	1030
25851	2	25000	1650	1390
25861	1	25031	770	790
25861	2	25863	210	2450
25861	3	25862	310	550
25861	4	25000	1510	2410
25862	1	25861	1090	1970
25863	2	25864	1330	750
25863	3	25861	1510	290
25864	1	25863	230	210
25864	2	25865	1470	110
25865	1	25864	110	170
25865	2	25000	1090	2390
25871	1	25000	1090	2090
25881	1	25882	350	1070
25881	2	25000	990	590
25882	1	25881	2230	350
25891	1	25894	1390	410
25891	2	25893	590	450
25891	3	25892	270	490
25892	1	25891	2870	450
25893	1	25891	670	470
25894	1	25891	370	1010
25894	2	25895	350	310
25895	1	25894	1170	3010
25895	2	25896	330	290
25896	1	25895	2910	1090
25896	2	25000	530	990
26000	1	18000	2870	3110
26000	2	26004	790	550
26000	3	26891	3070	1190
26000	4	26831	170	230
26000	5	26521	4050	1610
26000	6	26851	190	1810
26000	7	26531	430	1810
26000	8	26031	830	850
26000	9	26871	850	550
26000	10	26011	130	790
26000	11	26403	130	790
26000	12	26861	2190	1810
26000	13	26411	130	1190
26000	14	26551	1250	1810
26000	15	26841	3910	1190
26000	16	26503	2390	970
26000	17	26421	770	550
26000	18	26021	1550	1090
26000	19	23000	830	2370
26000	20	26541	2910	1170
26000	21	26801	130	2450
26000	22	26811	170	1190
26000	23	26511	90	270
26000	24	26518	1230	1810
26000	25	26515	390	2450
26000	26	26821	130	1170
26000	27	26001	130	790
26000	30	26401	1130	790
26000	31	61000	3210	130
26000	28	26881	3010	1170
26001	1	26002	150	450
26001	2	26000	3970	1030
26002	1	26001	510	450
26002	2	26004	390	210
26002	3	26003	150	530
26002	4	26101	470	390
26002	5	26131	390	410
26002	6	26172	330	390
26002	7	26171	470	410
26002	8	26261	470	410
26002	9	26301	590	450
26002	10	26241	890	710
26003	1	26002	1130	150
26003	2	26281	870	450
26003	3	26221	470	410
26003	4	26102	350	410
26003	5	26173	370	410
26004	1	26002	1150	770
26004	2	26000	4150	1330
26011	1	26012	150	790
26011	2	26000	430	2670
26012	1	26011	510	450
26012	2	26201	430	410
26012	3	26242	390	510
26012	4	26302	250	450
26012	5	26262	370	410
26012	6	26174	370	390
26012	7	26132	450	410
26012	8	26103	470	410
26021	1	26133	450	390
26021	2	26175	370	410
26021	3	26176	490	410
26021	4	26134	430	410
26021	5	26105	350	390
26021	6	26104	530	410
26021	7	26000	2870	1030
26031	1	26177	350	390
26031	2	26135	450	410
26031	3	26136	390	430
26031	4	26106	350	410
26031	5	26000	2070	1970
26041	1	26806	2350	210
26041	2	26138	390	410
26041	3	26107	390	410
26041	4	26137	450	390
26041	5	26178	470	410
26051	1	26816	1530	190
26051	2	26140	370	390
26051	3	26181	370	390
26051	4	26109	310	410
26051	5	26139	450	410
26051	6	26180	350	410
26051	7	26179	470	410
26051	8	26108	470	390
26101	1	26002	670	810
26102	1	26003	610	190
26103	1	26012	170	710
26104	1	26021	510	350
26105	1	26021	1170	290
26106	1	26031	750	270
26107	1	26041	1330	230
26108	1	26051	290	570
26109	1	26051	1330	250
26131	1	26002	1110	710
26132	1	26012	350	510
26133	1	26021	370	930
26134	1	26021	1330	810
26135	1	26031	470	590
26136	1	26031	950	290
26137	1	26041	890	310
26138	1	26041	870	930
26139	1	26051	1010	250
26140	1	26051	1290	1090
26171	1	26002	1030	130
26172	1	26002	970	550
26173	1	26003	1170	670
26174	1	26012	250	130
26175	1	26021	650	730
26176	1	26021	990	570
26177	1	26031	790	690
26178	1	26041	510	510
26179	1	26051	330	270
26180	1	26051	550	230
26181	1	26051	1210	890
26201	1	26012	610	810
26221	1	26003	1030	170
26241	1	26002	210	390
26242	1	26012	1090	390
26261	1	26002	810	210
26262	1	26012	470	210
26281	1	26003	230	410
26301	1	26002	490	290
26302	1	26012	790	290
26401	1	26402	1470	490
26401	2	26000	1570	1850
26402	1	26401	690	510
26402	2	26000	1430	2030
26403	1	26404	110	490
26403	2	26000	1430	2030
26404	1	26403	590	510
26404	2	26000	1570	1850
26411	1	26000	970	1950
26421	1	26000	2410	350
26501	1	26806	150	170
26501	2	26502	370	110
26502	1	26501	1250	1170
26502	2	26503	110	330
26503	1	26502	730	330
26503	2	26000	2130	770
26511	1	26512	110	270
26511	2	26514	430	110
26511	3	26000	4490	830
26512	1	26511	4070	910
26512	2	26513	110	270
26513	1	26512	730	290
26514	1	26511	2050	1810
26514	2	26518	3210	290
26514	3	26515	430	110
26515	1	26514	390	530
26515	2	26516	390	530
26515	3	26000	4570	1010
26516	1	26515	2090	90
26516	2	26517	110	270
26517	1	26516	730	290
26518	1	26514	90	270
26518	3	26000	4330	990
26521	1	26522	670	310
26521	2	26000	2730	2610
26522	1	26526	4050	970
26522	2	26523	1270	3090
26522	3	26521	110	330
26523	1	26522	370	110
26523	2	26524	390	470
26524	1	26525	4070	330
26524	2	26523	1270	90
26525	1	26524	110	290
26526	1	26527	670	330
26526	2	26522	90	290
26527	1	26529	410	3070
26527	2	26526	110	330
26527	3	26528	410	110
26528	1	26527	370	470
26529	1	26527	350	110
26531	1	26532	110	330
26531	2	26000	2450	3430
26532	1	26531	2390	310
26532	2	26533	1250	110
26532	3	26534	110	950
26533	1	26532	410	530
26534	1	26532	730	310
26534	2	26816	170	150
26541	1	26542	3230	1630
26541	2	26000	3030	390
26542	1	26543	2390	350
26542	2	26541	110	350
26543	1	26542	150	350
26551	1	26552	2070	1770
26551	2	26000	1390	1750
26552	1	26553	1250	1770
26552	2	26554	430	1770
26552	3	26551	1250	170
26553	1	26552	1250	150
26554	1	26552	2910	150
26801	1	26802	250	170
26801	2	26000	3970	410
26802	1	26801	1410	2510
26806	1	26501	2390	310
26806	2	26041	150	1030
26811	1	26812	150	1810
26811	2	26000	4510	590
26812	1	26811	3170	70
26816	1	26534	2390	310
26816	2	26051	150	1030
26821	1	26822	310	570
26821	2	26000	4670	1150
26822	1	26821	3670	450
26831	1	26000	3510	1530
26841	1	26842	1490	1870
26841	2	26000	2470	1410
26842	1	26841	210	230
26851	1	26852	1490	1250
26851	2	26000	2630	3050
26852	1	26851	190	210
26861	1	26862	150	1190
26861	2	26000	590	2230
26862	1	26861	2410	150
26871	1	26872	1490	3110
26871	2	26000	510	3510
26872	1	26871	570	390
26872	2	26873	270	450
26873	1	26872	410	550
26891	1	26892	190	2450
26891	2	26000	3250	1090
26892	1	26891	3210	290
20403	1	20404	130	490
20403	2	27000	2270	1570
27000	1	20403	130	810
27000	2	27021	150	830
27000	3	27001	1470	1030
27000	4	27521	1270	2430
27000	5	27031	210	210
27000	6	27801	170	2510
27000	7	27411	110	850
27000	8	27011	1170	830
27000	9	27401	130	570
27000	11	27421	110	850
27000	13	27861	190	1830
27000	14	27871	130	2470
27000	15	27831	4030	270
27000	16	27811	1570	270
27000	19	27841	3010	1170
27000	10	27821	4850	1210
20404	1	20000	1350	350
20404	2	20403	650	430
27001	1	27000	2170	1450
27001	2	27173	330	410
27001	3	27132	390	430
27001	4	27172	450	410
27001	5	27171	310	390
27001	6	27131	450	410
27001	7	27133	450	430
27011	1	27000	630	610
27011	2	27174	570	510
27011	3	27134	230	530
27011	4	27101	550	710
27011	5	27175	290	510
27021	1	27176	550	490
27021	2	27135	570	510
27021	3	27102	550	690
27021	4	27177	290	490
27021	5	27000	2190	390
27031	1	27178	450	410
27031	2	27136	410	430
27031	3	27000	510	1470
27101	1	27011	430	350
27102	1	27021	850	350
27131	1	27001	250	270
27132	1	27001	1270	290
27133	1	27001	350	1070
27134	1	27011	770	350
27135	1	27021	290	450
27136	1	27031	2010	490
27171	1	27001	570	270
27172	1	27001	1030	250
27173	1	27001	1310	570
27174	1	27011	310	530
27175	1	27011	1030	450
27176	1	27021	490	370
27177	1	27021	950	550
27178	1	27031	1450	530
27401	1	27000	1350	410
27411	1	27000	370	710
27421	1	27000	2310	550
27501	1	27841	3130	230
27501	2	27502	390	530
27502	1	27501	2090	110
27502	2	27503	1550	930
27502	3	27504	390	1170
27503	1	27502	90	270
27504	1	27502	390	90
27511	1	27871	1450	230
27511	2	27512	430	70
27512	1	27514	110	990
27512	2	27513	1550	350
27512	3	27511	2070	1830
27513	1	27512	90	330
27514	1	27512	750	350
27521	1	27522	1270	1730
27521	2	27000	2010	1530
27522	1	27521	1270	170
27522	2	27523	1250	1730
27523	1	27522	1250	170
27801	1	27802	150	1170
27801	2	27000	990	990
27802	1	27801	1550	270
27811	1	27000	1250	1370
27821	1	27822	130	1830
27821	2	27000	1870	850
27822	1	27821	4870	270
27831	1	27000	1570	1530
27841	1	27501	90	1550
27841	2	27000	3090	1290
27851	1	27852	1230	2390
27851	3	27000	2650	1010
27852	1	27851	230	230
27861	1	27862	1330	1790
27861	2	27000	3010	690
27862	1	27861	230	150
27871	1	27000	3670	490
27871	2	27872	2350	1170
27871	3	27511	90	330
27872	1	27871	210	210
27872	2	27873	670	550
27873	1	27872	570	310
56502	1	56501	150	1010
56502	2	56505	1250	1770
56502	3	56503	2350	1650
56503	1	56504	650	330
56503	2	56502	130	330
56503	3	56506	390	450
56504	1	56503	170	1010
56505	1	56506	650	330
56505	2	56502	370	150
56506	1	56505	150	350
56506	2	56507	1510	350
56506	3	56503	1250	170
56506	4	56508	410	1130
56507	1	56506	150	330
56509	1	56501	2330	370
56509	2	56512	2090	2390
56509	3	56510	170	1610
56510	1	56509	650	330
56510	2	56511	210	470
56510	3	56514	370	450
56511	1	56510	1250	150
56512	1	56513	450	270
56512	2	56516	370	450
56512	3	56509	370	150
56513	1	56512	170	970
56514	1	56510	2090	150
56514	2	56515	150	350
56515	1	56514	630	330
56516	1	56517	410	1130
56516	2	56512	1250	150
56517	1	56516	370	150
56522	1	56521	410	190
56523	1	56521	3110	990
56524	1	56525	430	350
56524	2	56521	1250	170
56524	3	56526	210	270
56524	4	56528	270	1630
56524	5	56527	1250	1070
56525	1	56524	250	1650
56526	1	56524	3190	1650
56527	1	56524	2090	210
56528	1	56524	3190	1030
56528	2	56529	410	450
56529	1	56528	1250	230
56530	1	56521	3190	1630
56530	2	56533	430	1110
56530	3	56531	390	410
56530	4	56532	170	1010
56531	1	56530	2910	850
56532	1	56530	4030	1650
56533	1	56530	2070	830
56541	1	56821	1490	210
56541	2	56543	110	310
56541	3	56542	390	470
56541	4	56544	370	150
56542	1	56541	2070	150
56542	2	56545	110	990
56543	1	56541	4050	1650
56543	2	56546	110	1650
56544	1	56541	2090	3130
56544	2	56547	110	990
56545	1	56542	670	330
56546	1	56543	670	330
56547	1	56544	670	330
56802	1	56801	3210	290
56812	1	56811	170	1810
57001	1	57000	1430	1010
57001	2	57101	610	530
57001	3	57102	590	510
57001	4	57103	230	530
57001	5	57104	250	530
57101	1	57001	250	550
57102	1	57001	470	350
57103	1	57001	690	410
57104	1	57001	910	450
57401	1	57000	2130	1090
57501	1	57000	890	1950
57501	2	57512	130	310
57501	3	57513	150	250
57501	5	57503	370	170
57503	1	57501	2090	3090
57503	2	57504	110	1650
57503	3	57506	2070	170
57504	1	57503	650	330
57504	2	57505	230	430
57505	1	57504	2090	170
57506	1	57503	390	470
57506	2	57507	470	270
57506	3	57508	210	150
57506	4	57509	150	330
