name 	type 	id 	prop1 	prop1_val 	prop2 	prop2_val 	element 	elem_val 	contribute 	sellprice 	equippos 	level 	BuyingPrice 	SellingPrice 	ItemDescription 	unk1 	unk2 	unk3 	unk4 	unk5 	unk6 	unk9 	unk10 	unk11 	unk12 	unk13 	unk14 	unk15 	unk16
TT Hoa Hùng	51	51090	67	41147	67	45090	0	-100	0	0	0	0	0	1	Tướng Hoa Hùng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lỗ Túc	51	51091	67	41079	67	45091	0	-100	0	0	0	0	0	1	Tướng Lỗ Túc	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Dực	51	51092	67	41132	67	45092	0	-100	0	0	0	0	0	1	Tướng Tôn Dực	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hứa Du	51	51093	67	41161	67	45093	0	-100	0	0	0	0	0	1	Tướng Hứa Du 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bàng Dục	51	51094	67	41183	67	45094	0	-100	0	0	0	0	0	1	Ðệ nhất nghĩa sĩ Bàng Dục ở Lương Châu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hoàng Nguyệt Anh	51	51095	67	41058	67	45095	0	-100	0	0	0	0	0	1	Tướng Hoàng Nguyệt Anh vợ Gia Cát Lượng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Mạnh Ðạt	51	51096	67	41185	67	45096	0	-100	0	0	0	0	0	1	Tướng Mạnh Ðạt	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lưu Diệp	51	51097	67	41117	67	45097	0	-100	0	0	0	0	0	1	Tướng Lưu Hoa tạo xe sét đánh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Xuân Hoa	51	51098	67	41224	67	45098	0	-100	0	0	0	0	0	1	Tướng Trương Xuân Hoa	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Triệu Nghiễm	51	51099	67	41206	67	45099	0	-100	0	0	0	0	0	1	Tướng Triệu Nghiễm	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tả Linh	51	51100	67	41228	67	45100	0	-100	0	0	0	0	0	1	Tướng Tả Linh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Mã Ðại	51	51101	67	41148	67	45101	0	-100	0	0	0	0	0	1	Tướng Mã Ðại	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tưởng Nghĩa Cừ	51	51102	67	41179	67	45102	0	-100	0	0	0	0	0	1	Tướng Tưởng Nghĩa Cừ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lý Túc	51	51103	67	41229	67	45103	0	-100	0	0	0	0	0	1	Tướng Lý Túc	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Dư Phu La	51	51104	67	41092	67	45104	0	-100	0	0	0	0	0	1	Tướng Dư Phù La	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Bảo	51	51105	67	41096	67	45105	0	-100	0	0	0	0	0	1	Tướng Trương Bảo nhân xưng Ðịa Công tướng quân	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lưu Ba	51	51106	67	41172	67	45106	0	-100	0	0	0	0	0	1	Tướng Lưu Ba	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lạc Thống	51	51107	67	41208	67	45107	0	-100	0	0	0	0	0	1	Tướng Lạc Thống	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trình Bỉnh	51	51108	67	41239	67	45108	0	-100	0	0	0	0	0	1	Tướng Trỉnh Bỉnh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Kiểu	51	51109	67	41218	67	45109	0	-100	0	0	0	0	0	1	Tướng Tôn Kiểu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trần Võ	51	51110	67	41146	67	45110	0	-100	0	0	0	0	0	1	Tướng Trần Vũ mặt vàng ngươi đỏ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðinh Phụng	51	51111	67	41104	67	45111	0	-100	0	0	0	0	0	1	Tướng Ðinh Phụng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðổng Tập	51	51112	67	41219	67	45112	0	-100	0	0	0	0	0	1	Tướng Ðổng Tập	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Phi	51	51113	67	41034	67	45113	0	-100	0	0	0	0	0	1	Tướng Tào Phi đoạt Hán tự lập	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Lương	51	51114	67	41097	67	45114	0	-100	0	0	0	0	0	1	Trương Lương nhân xưng Nhân Công tướngquân	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trần Ðăng	51	51115	67	41243	67	45115	0	-100	0	0	0	0	0	1	Tướng Trần Ðăng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hoàng Thừa Ngạn	51	51116	67	41173	67	45116	0	-100	0	0	0	0	0	1	Tướng Hoàng Thừa Ngạn nhạc phụ Gia Cát Lượng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Chân	51	51117	67	41165	67	45117	0	-100	0	0	0	0	0	1	Tướng Tào Chân	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hoàng Phủ Tung	51	51118	67	41169	67	45118	0	-100	0	0	0	0	0	1	Tướng Hoàng Phủ Tung	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Thuần	51	51119	67	41244	67	45119	0	-100	0	0	0	0	0	1	Tướng Tào Thuần	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Phan Chương	51	51120	67	41233	67	45120	0	-100	0	0	0	0	0	1	Tướng Phan Chương	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tưởng Uyển	51	51121	67	41245	67	45121	0	-100	0	0	0	0	0	1	Tướng Tưởng Uyển 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hoàng Quyền	51	51122	67	41227	67	45122	0	-100	0	0	0	0	0	1	Tướng Hoàng Quyền	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Mạnh Công Uy	51	51123	67	41246	67	45123	0	-100	0	0	0	0	0	1	Tướng Mạnh Công Uy	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lý Khôi	51	51124	67	41211	67	45124	0	-100	0	0	0	0	0	1	Tướng Lý Khôi	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trình Phổ	51	51125	67	41073	67	45125	0	-100	0	0	0	0	0	1	Ðại tướng Trình Phổ ở Giang Ðông	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ngô Ý	51	51126	67	41170	67	45126	0	-100	0	0	0	0	0	1	Tướng Ngô Ý	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lưu Phong	51	51127	67	41166	67	45127	0	-100	0	0	0	0	0	1	Tướng Lưu Phong	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ngưu Kim	51	51128	67	41103	67	45128	0	-100	0	0	0	0	0	1	Tướng Ngưu Kim	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thôi Diễm	51	51129	67	41141	67	45129	0	-100	0	0	0	0	0	1	Tương Thôi Diễm	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lưu Bị	51	51130	67	41053	67	45130	0	-100	0	0	0	0	0	1	Tướng Lưu Bị xây dựng cơ nghiệp Thục Hán	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðổng Chiêu	51	51131	67	41175	67	45131	0	-100	0	0	0	0	0	1	Tướng Ðổng Chiêu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hà Quỳ	51	51132	67	41236	67	45132	0	-100	0	0	0	0	0	1	Tướng Hạ Quỳ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Khiên Chiêu	51	51133	67	41248	67	45133	0	-100	0	0	0	0	0	1	Tướng Khiên Chiêu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tư Mã Lãng	51	51134	67	41270	67	45134	0	-100	0	0	0	0	0	1	Tướng Tư Mã Lãng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Chương	51	51135	67	41037	67	45135	0	-100	0	0	0	0	0	1	Tướng Tào Chương biệt hiệu Hoàng Tu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tống Kiến	51	51136	67	41159	67	45136	0	-100	0	0	0	0	0	1	Tướng Tống Kiến 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðổng Hoàng	51	51137	67	41256	67	45137	0	-100	0	0	0	0	0	1	Tướng Ðổng Hoàng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thuần Vu Quỳnh	51	51138	67	41238	67	45138	0	-100	0	0	0	0	0	1	Tướng Thuần Vu Quỳnh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ti Trạm	51	51139	67	41268	67	45139	0	-100	0	0	0	0	0	1	Tướng Ti Trạm	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Viên Thượng	51	51140	67	41269	67	45140	0	-100	0	0	0	0	0	1	Tướng Viên Thượng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Du	51	51141	67	41070	67	45141	0	-100	0	0	0	0	0	1	Tướng Chu Du nhân xưng Mỹ Chu Lang	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Công Tôn Dương	51	51142	67	41225	67	45142	0	-100	0	0	0	0	0	1	Tướng Công Tôn Dương	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Phấn	51	51143	67	41230	67	45143	0	-100	0	0	0	0	0	1	Tướng Trương Phấn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Gia Cát Cẩn	51	51144	67	41142	67	45144	0	-100	0	0	0	0	0	1	Tướng Gia Cát Cẩn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Thiện	51	51145	67	41281	67	45145	0	-100	0	0	0	0	0	1	Tướng Chu Thiện	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lục Tích	51	51146	67	41240	67	45146	0	-100	0	0	0	0	0	1	Tướng Lục Tích	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thái Sử Từ	51	51147	67	41064	67	45147	0	-100	0	0	0	0	0	1	Tướng Thái Sử Từ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðiêu Thuyền	51	51148	67	41083	67	45148	0	-100	0	0	0	0	0	1	Ðệ nhất mỹ nữ Ðiêu Thuyền	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hàn Toại	51	51149	67	41241	67	45149	0	-100	0	0	0	0	0	1	Tướng Hàn Toại	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Du	51	51150	67	41176	67	45150	0	-100	0	0	0	0	0	1	Tướng Tôn Du	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Hoàn	51	51151	67	41164	67	45151	0	-100	0	0	0	0	0	1	Tướng Chu Hoàn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hạ Tề	51	51152	67	41182	67	45152	0	-100	0	0	0	0	0	1	Tướng Hạ Tề	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quách Gia	51	51153	67	41028	67	45153	0	-100	0	0	0	0	0	1	Tướng Quách Gia tài cao	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quản Ninh	51	51154	67	41282	67	45154	0	-100	0	0	0	0	0	1	Tướng Quản Ninh ví 1 trong những 3 rồng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Kí	51	51155	67	41252	67	45155	0	-100	0	0	0	0	0	1	Tướng Trương Kí	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðỗ Kỳ	51	51156	67	41209	67	45156	0	-100	0	0	0	0	0	1	Tương Ðỗ Kỳ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trần Kiểu	51	51157	67	41226	67	45157	0	-100	0	0	0	0	0	1	Tướng Trần Kiểu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chung Diêu	51	51158	67	41242	67	45158	0	-100	0	0	0	0	0	1	Tướng Chung Diêu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Phi	51	51159	67	41049	67	45159	0	-100	0	0	0	0	0	1	Tướng Trương Phi được ví như là 1 vạn kẻ địch	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðiển Mãn	51	51160	67	41220	67	45160	0	-100	0	0	0	0	0	1	Tướng Ðiển Mãn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Xa Trụ	51	51161	67	41177	67	45161	0	-100	0	0	0	0	0	1	Tướng Xa Trụ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lữ Kiền	51	51162	67	41260	67	45162	0	-100	0	0	0	0	0	1	Tướng Lữ Kiền	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Linh	51	51163	67	41274	67	45163	0	-100	0	0	0	0	0	1	Tướng Chu Linh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lộ Chiêu	51	51164	67	41275	67	45164	0	-100	0	0	0	0	0	1	Tướng Lộ Chiêu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Pháp Chính	51	51165	67	41057	67	45165	0	-100	0	0	0	0	0	1	Tướng Pháp Chính đệ nhất chí sĩ nước Thục	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lại Cung	51	51166	67	41263	67	45166	0	-100	0	0	0	0	0	1	Tướng Lại Cung	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bàng Ðức Công	51	51167	67	41254	67	45167	0	-100	0	0	0	0	0	1	Tướng Bàng Ðức Công	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bành Dạng	51	51168	67	41212	67	45168	0	-100	0	0	0	0	0	1	Tướng Bành Dạng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðổng Hòa	51	51169	67	41234	67	45169	0	-100	0	0	0	0	0	1	Tướng Ðổng Hòa	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Triệu Luy	51	51170	67	41278	67	45170	0	-100	0	0	0	0	0	1	Tướng Triệu Lũy	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Quyền	51	51171	67	41069	67	45171	0	-100	0	0	0	0	0	1	Tướng Tôn Quyền sáng lập Ngô Quốc	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Nghiêm Nhan	51	51172	67	41063	67	45172	0	-100	0	0	0	0	0	1	Tướng Nghiêm Nhan	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quan Ngân Bình	51	51173	67	41118	67	45173	0	-100	0	0	0	0	0	1	Tướng Quan Ngân Bình	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Viên Thiệu	51	51174	67	41107	67	45174	0	-100	0	0	0	0	0	1	Tướng Viên Thiệu xuất thân danh môn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Nghi	51	51175	67	41235	67	45175	0	-100	0	0	0	0	0	1	Tướng Trương Nghi	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Phụ Khuông	51	51176	67	41214	67	45176	0	-100	0	0	0	0	0	1	Tướng Phụ Khuông	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Dương Tu	51	51177	67	41155	67	45177	0	-100	0	0	0	0	0	1	Tướng tinh Dương Tu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Võ Châu	51	51178	67	41284	67	45178	0	-100	0	0	0	0	0	1	Tướng tinh Võ Chu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lý Phu	51	51179	67	41237	67	45179	0	-100	0	0	0	0	0	1	Tướng tinh Lý Phu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Nhậm	51	51180	67	41188	67	45180	0	-100	0	0	0	0	0	1	Tướng tinh Trương Nậm	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lưu Quý	51	51181	67	41303	67	45181	0	-100	0	0	0	0	0	1	Tướng tinh Lưu Quý	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thái Dương	51	51182	67	41322	67	45182	0	-100	0	0	0	0	0	1	Tướng tinh Thái Dương	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lữ Mông	51	51183	67	41066	67	45183	0	-100	0	0	0	0	0	1	Tướng tinh Lử Mông	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Thừa	51	51184	67	41288	67	45184	0	-100	0	0	0	0	0	1	Tướng tinh Trương Thừa 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Cát Bình	51	51185	67	41289	67	45185	0	-100	0	0	0	0	0	1	Tướng tinh Cát Bình	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Sa Ma Kha	51	51186	67	41204	67	45186	0	-100	0	0	0	0	0	1	Tướng tinh Sa Ma Kha	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Thiều	51	51187	67	41258	67	45187	0	-100	0	0	0	0	0	1	Tướng tinh Tôn Thiều	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thái Mạo	51	51188	67	41181	67	45188	0	-100	0	0	0	0	0	1	Tướng tinh Thái Mạo	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Tháo	51	51189	67	41027	67	45189	0	-100	0	0	0	0	0	1	Tướng tinh Tào Tháo	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Quang	51	51190	67	41292	67	45190	0	-100	0	0	0	0	0	1	Tướng tinh Chu Quang	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Cố Ung	51	51191	67	41232	67	45191	0	-100	0	0	0	0	0	1	Tướng tinh Cố Ung	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Liêu	51	51192	67	41031	67	45192	0	-100	0	0	0	0	0	1	Tướng tinh Trương Liêu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hạ Hầu Thượng	51	51193	67	41221	67	45193	0	-100	0	0	0	0	0	1	Tướng tinh Hạ Hầu Thượng 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hình Ðạo Vinh	51	51194	67	41338	67	45194	0	-100	0	0	0	0	0	1	Tướng tinh Hình Ðạo Vinh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Tùng	51	51195	67	41157	67	45195	0	-100	0	0	0	0	0	1	Tướng tinh Dương Tùng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trịnh Ðộ	51	51196	67	41313	67	45196	0	-100	0	0	0	0	0	1	Tướng tinh Trịnh Ðộ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hướng Lãng	51	51197	67	41297	67	45197	0	-100	0	0	0	0	0	1	Tướng tinh Hướng Lãng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quan Vũ	51	51198	67	41050	67	45198	0	-100	0	0	0	0	0	1	Tướng tinh Quan Vũ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tang Bá	51	51199	67	41093	67	45199	0	-100	0	0	0	0	0	1	Tướng tinh Tang Bá	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Phí Quan	51	51200	67	41347	67	45200	0	-100	0	0	0	0	0	1	Tướng tinh Phí Quan	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tự Hộc	51	51201	67	41285	67	45201	0	-100	0	0	0	0	0	1	Tướng tinh Trù Hạo	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quản Hợi	51	51202	67	41351	67	45202	0	-100	0	0	0	0	0	1	Tướng tinh Quản Hợi	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Dương Tùng	51	51203	67	41349	67	45203	0	-100	0	0	0	0	0	1	Tướng tinh Dương Tùng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðổng Việt	51	51204	67	41216	67	45204	0	-100	0	0	0	0	0	1	Tướng tinh Ðổng Việt	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Toàn Nhu	51	51205	67	41353	67	45205	0	-100	0	0	0	0	0	1	Tướng tinh Toàn Nhu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quách Tỷ	51	51206	67	41251	67	45206	0	-100	0	0	0	0	0	1	Tướng tinh Quách Tỷ	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Lãng	51	51207	67	41354	67	45207	0	-100	0	0	0	0	0	1	Tướng tinh Tôn Lãng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Hoán	51	51208	67	41329	67	45208	0	-100	0	0	0	0	0	1	Tướng tinh Tôn Hoán	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bộ Chất	51	51209	67	41334	67	45209	0	-100	0	0	0	0	0	1	Tướng tinh Bộ Chất	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Chu Trị	51	51210	67	41369	67	45210	0	-100	0	0	0	0	0	1	Tướng tinh Chu Trị 	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Cao Nhu	51	51211	67	41276	67	45211	0	-100	0	0	0	0	0	1	Tướng tinh Cao Nhu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Sử Hoán	51	51212	67	41339	67	45212	0	-100	0	0	0	0	0	1	Tướng tinh Sử Hoán	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trần Chấn	51	51213	67	41361	67	45213	0	-100	0	0	0	0	0	1	Tướng tinh Trần Chấn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ngô Ban	51	51214	67	41345	67	45214	0	-100	0	0	0	0	0	1	Tướng tinh Ngô Ban	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lữ Phạm	51	51215	67	41370	67	45215	0	-100	0	0	0	0	0	1	Tướng tinh Lữ Phạm	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lữ Nghĩa	51	51216	67	41363	67	45216	0	-100	0	0	0	0	0	1	Tướng tinh Lữ Nghĩa	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Cam Ninh	51	51217	67	41065	67	45217	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Cam Ninh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Thượng Hương	51	51218	67	41081	67	45218	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc công chúa Ðông Ngô Tôn Thượng Hương	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tào Xung	51	51219	67	41156	67	45219	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tào Xung	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bàng Ðức	51	51220	67	41040	67	45223	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tây Lương dũng tướng Bàng Ðức	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Triệu Vân	51	51221	67	41048	67	45221	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Thường Sơn Triệu Tử Long	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bào Xuất	51	51222	67	41186	67	45222	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc hiếu tử Bào Xuất	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Triệu Nga	51	51223	67	41001	67	45220	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Triệu Nga	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Di Di	51	51224	67	41005	67	45224	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Di Di	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Phàn Trù	51	51225	67	41249	67	45225	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Phàn Trù	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Diêm Phố	51	51226	67	41280	67	45226	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Diêm Phố	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Võ An Quốc	51	51227	67	41090	67	45227	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Võ An Quốc	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Mã Tương	51	51228	67	41100	67	45228	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Mã Tương	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thương Thăng	51	51229	67	41085	67	45229	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Thương Thăng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Vu Ðộc	51	51230	67	41010	67	45230	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Vu Ðộc	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tông Bảo	51	51231	67	41020	67	45231	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tông Bảo	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lý Ðại Mục	51	51232	67	41012	67	45232	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Lý Ðại Mục	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Trương Nhượng	51	51233	67	41167	67	45233	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Trương Nhượng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Thái Sử Hưởng	51	51234	67	41290	67	45234	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Thái Sử Hưởng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tát Ba Ðịa Qua	51	51235	67	41324	67	45235	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tát Ba Ðịa Qua	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bộ Ðộ Căn	51	51236	67	41328	67	45236	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Bộ Ðộ Căn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tiên Vu Ðơn	51	51237	67	41330	67	45237	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tiên Vu Ðơn	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Hứa Tĩnh	51	51238	67	41168	67	45238	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Hứa Tĩnh	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Quách Ðại	51	51239	67	41007	67	45239	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Quách Ðại	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Ðại Hồng	51	51240	67	41013	67	45240	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Ðại Hồng	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Tôn Thiệu	51	51241	67	41215	67	45241	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Tôn Thiệu	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Lữ Ðại	51	51242	67	41231	67	45242	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Lữ Ðại	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Công Tôn Toản	51	51243	67	41019	67	45243	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Công Tôn Toản	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TT Bỉnh Nguyên	51	51244	67	41356	67	45244	0	-100	0	0	0	0	0	1	Tướng tinh chuyên thuộc Bỉnh Nguyên	0	0	0	0	12	0	0	0	0	0	0	0	0	0
